YEAR,POINT_ID,POINT_LAT,POINT_LON,POINT_ELEVATION,TO_DATE,FROM_DATE,POINT_BALANCE,RGIId,aspect,slope,t2m_oct,t2m_nov,t2m_dec,t2m_jan,t2m_feb,t2m_mar,t2m_apr,t2m_may,t2m_jun,t2m_jul,t2m_aug,t2m_sep,fal_oct,fal_nov,fal_dec,fal_jan,fal_feb,fal_mar,fal_apr,fal_may,fal_jun,fal_jul,fal_aug,fal_sep,slhf_oct,slhf_nov,slhf_dec,slhf_jan,slhf_feb,slhf_mar,slhf_apr,slhf_may,slhf_jun,slhf_jul,slhf_aug,slhf_sep,str_oct,str_nov,str_dec,str_jan,str_feb,str_mar,str_apr,str_may,str_jun,str_jul,str_aug,str_sep,sshf_oct,sshf_nov,sshf_dec,sshf_jan,sshf_feb,sshf_mar,sshf_apr,sshf_may,sshf_jun,sshf_jul,sshf_aug,sshf_sep,ssrd_oct,ssrd_nov,ssrd_dec,ssrd_jan,ssrd_feb,ssrd_mar,ssrd_apr,ssrd_may,ssrd_jun,ssrd_jul,ssrd_aug,ssrd_sep,tp_oct,tp_nov,tp_dec,tp_jan,tp_feb,tp_mar,tp_apr,tp_may,tp_jun,tp_jul,tp_aug,tp_sep,ALTITUDE_CLIMATE,ELEVATION_DIFFERENCE
1995,hn14aa,64.8850131,-18.77387068,1450.4,19950520,19940917,2.07,RGI60-06.00228,1.606406331062317,0.05624557286500931,267.88568155189944,266.3763455097885,263.0490108551286,261.6928097316846,261.14008838462115,261.68371734588874,265.03880770455703,270.0573261172449,274.6982712460945,275.2931046957914,276.20425746185964,271.684384628081,0.8500045509330616,0.8499916030008673,0.8499916030008673,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,-32688.346893930808,301104.08365251124,248241.74519707635,348585.22597775236,274514.64395037666,151221.94437916856,-232109.14465994202,-306812.8085849872,1498.0755802425556,-378667.60397051834,575703.35676682,96776.90117955906,-1029337.4111363743,-1431540.3526467583,-2002828.6103642443,-1792889.3469473398,-1861757.4293867215,-2397527.76565242,-2476734.397997956,-2374849.656180856,-1129721.3957090327,-1427204.8317183712,-358999.17528573424,-1701176.404231456,190854.63347092317,828053.8479105947,995440.8906648178,1243700.3248620927,1004844.6571116843,860026.6538299406,364260.08675114065,25724.49466394796,805484.8084381153,952559.7156671067,1245204.9274935913,703547.9801540829,3434260.410100637,842499.4763249066,132217.12301626801,488457.8079574425,2580602.176186044,8206126.375053409,15410984.277159981,20602422.6043768,20528975.450814858,18984386.209440283,12664852.37990974,8791944.390290007,0.0050710322408527705,0.006052936812501167,0.005854226695332885,0.004155728312870666,0.002286906972835635,0.002901598159460594,0.0021595286925995567,0.0010797248141411458,0.002028511032928162,0.0012693364827211367,0.0028269908810366062,0.0026373792124566153,1333.9236122108978,-116.47638778910232
1995,hn14aa,64.8850131,-18.77387068,1450.4,19950916,19950520,-1.43,RGI60-06.00228,1.606406331062317,0.05624557286500931,267.88568155189944,266.3763455097885,263.0490108551286,261.6928097316846,261.14008838462115,261.68371734588874,265.03880770455703,270.0573261172449,274.6982712460945,275.2931046957914,276.20425746185964,271.684384628081,0.8500045509330616,0.8499916030008673,0.8499916030008673,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,-32688.346893930808,301104.08365251124,248241.74519707635,348585.22597775236,274514.64395037666,151221.94437916856,-232109.14465994202,-306812.8085849872,1498.0755802425556,-378667.60397051834,575703.35676682,96776.90117955906,-1029337.4111363743,-1431540.3526467583,-2002828.6103642443,-1792889.3469473398,-1861757.4293867215,-2397527.76565242,-2476734.397997956,-2374849.656180856,-1129721.3957090327,-1427204.8317183712,-358999.17528573424,-1701176.404231456,190854.63347092317,828053.8479105947,995440.8906648178,1243700.3248620927,1004844.6571116843,860026.6538299406,364260.08675114065,25724.49466394796,805484.8084381153,952559.7156671067,1245204.9274935913,703547.9801540829,3434260.410100637,842499.4763249066,132217.12301626801,488457.8079574425,2580602.176186044,8206126.375053409,15410984.277159981,20602422.6043768,20528975.450814858,18984386.209440283,12664852.37990974,8791944.390290007,0.0050710322408527705,0.006052936812501167,0.005854226695332885,0.004155728312870666,0.002286906972835635,0.002901598159460594,0.0021595286925995567,0.0010797248141411458,0.002028511032928162,0.0012693364827211367,0.0028269908810366062,0.0026373792124566153,1333.9236122108978,-116.47638778910232
1995,hn14aa,64.8850131,-18.77387068,1450.4,19950916,19940917,0.64,RGI60-06.00228,1.606406331062317,0.05624557286500931,267.88568155189944,266.3763455097885,263.0490108551286,261.6928097316846,261.14008838462115,261.68371734588874,265.03880770455703,270.0573261172449,274.6982712460945,275.2931046957914,276.20425746185964,271.684384628081,0.8500045509330616,0.8499916030008673,0.8499916030008673,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,-32688.346893930808,301104.08365251124,248241.74519707635,348585.22597775236,274514.64395037666,151221.94437916856,-232109.14465994202,-306812.8085849872,1498.0755802425556,-378667.60397051834,575703.35676682,96776.90117955906,-1029337.4111363743,-1431540.3526467583,-2002828.6103642443,-1792889.3469473398,-1861757.4293867215,-2397527.76565242,-2476734.397997956,-2374849.656180856,-1129721.3957090327,-1427204.8317183712,-358999.17528573424,-1701176.404231456,190854.63347092317,828053.8479105947,995440.8906648178,1243700.3248620927,1004844.6571116843,860026.6538299406,364260.08675114065,25724.49466394796,805484.8084381153,952559.7156671067,1245204.9274935913,703547.9801540829,3434260.410100637,842499.4763249066,132217.12301626801,488457.8079574425,2580602.176186044,8206126.375053409,15410984.277159981,20602422.6043768,20528975.450814858,18984386.209440283,12664852.37990974,8791944.390290007,0.0050710322408527705,0.006052936812501167,0.005854226695332885,0.004155728312870666,0.002286906972835635,0.002901598159460594,0.0021595286925995567,0.0010797248141411458,0.002028511032928162,0.0012693364827211367,0.0028269908810366062,0.0026373792124566153,1333.9236122108978,-116.47638778910232
1996,hn14aa,64.8850131,-18.77387068,1449.8,19960511,19950916,1.83,RGI60-06.00228,1.606406331062317,0.05624557286500931,267.6875632508741,266.8347931725476,263.51655090368354,265.8609507991501,263.15189837860794,267.1228782382898,268.5197558245047,270.0171282010948,273.8990983893015,276.0650003951969,275.37206488822903,275.4223122834166,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500174988652558,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,99625.76971907355,147898.26441640127,110704.70292829629,437849.7735492047,247292.12235057168,132862.56934674177,-354135.6804358107,-375185.6535333339,-164527.65208368236,144574.58445363445,86805.86129125813,579343.5776784224,-1145229.220568264,-1272793.586345811,-1934627.5311446143,-1479898.08607877,-1638644.8523797174,-2326325.1719439067,-2182419.2272824384,-2594293.7154792245,-1635476.5870858962,-1161404.0486472468,-884931.2140600923,-335320.5609845426,451903.1900359362,517729.5551640014,881467.2413287964,1150414.9617091771,913063.8965902678,969486.4952714662,270222.4222824762,113743.74860661803,334920.3354369174,943908.2505359896,725740.8689686877,1115056.7998689595,3542891.828841958,906710.7602772657,132217.12301626801,483180.1681805365,2585000.2093334664,8374571.044599668,14553367.81341271,21132385.598641142,21743272.402818047,18231882.737916395,12669690.216371905,7582045.47143424,0.004573165134101471,0.001521909415532102,0.004366448382175493,0.002268710075659052,0.0047977148452605,0.003216040542671942,0.002763301740918567,0.00146841053783295,0.0025245584499618036,0.002172630458566695,0.002859745295954454,0.0032033027146483335,1333.9236122108978,-115.87638778910218
1996,hn14aa,64.8850131,-18.77387068,1449.8,19961003,19960511,-1.3,RGI60-06.00228,1.606406331062317,0.05624557286500931,267.6875632508741,266.8347931725476,263.51655090368354,265.8609507991501,263.15189837860794,267.1228782382898,268.5197558245047,270.0171282010948,273.8990983893015,276.0650003951969,275.37206488822903,275.4223122834166,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500174988652558,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,99625.76971907355,147898.26441640127,110704.70292829629,437849.7735492047,247292.12235057168,132862.56934674177,-354135.6804358107,-375185.6535333339,-164527.65208368236,144574.58445363445,86805.86129125813,579343.5776784224,-1145229.220568264,-1272793.586345811,-1934627.5311446143,-1479898.08607877,-1638644.8523797174,-2326325.1719439067,-2182419.2272824384,-2594293.7154792245,-1635476.5870858962,-1161404.0486472468,-884931.2140600923,-335320.5609845426,451903.1900359362,517729.5551640014,881467.2413287964,1150414.9617091771,913063.8965902678,969486.4952714662,270222.4222824762,113743.74860661803,334920.3354369174,943908.2505359896,725740.8689686877,1115056.7998689595,3542891.828841958,906710.7602772657,132217.12301626801,483180.1681805365,2585000.2093334664,8374571.044599668,14553367.81341271,21132385.598641142,21743272.402818047,18231882.737916395,12669690.216371905,7582045.47143424,0.004573165134101471,0.001521909415532102,0.004366448382175493,0.002268710075659052,0.0047977148452605,0.003216040542671942,0.002763301740918567,0.00146841053783295,0.0025245584499618036,0.002172630458566695,0.002859745295954454,0.0032033027146483335,1333.9236122108978,-115.87638778910218
1996,hn14aa,64.8850131,-18.77387068,1449.8,19961003,19950916,0.53,RGI60-06.00228,1.606406331062317,0.05624557286500931,267.6875632508741,266.8347931725476,263.51655090368354,265.8609507991501,263.15189837860794,267.1228782382898,268.5197558245047,270.0171282010948,273.8990983893015,276.0650003951969,275.37206488822903,275.4223122834166,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500174988652558,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,99625.76971907355,147898.26441640127,110704.70292829629,437849.7735492047,247292.12235057168,132862.56934674177,-354135.6804358107,-375185.6535333339,-164527.65208368236,144574.58445363445,86805.86129125813,579343.5776784224,-1145229.220568264,-1272793.586345811,-1934627.5311446143,-1479898.08607877,-1638644.8523797174,-2326325.1719439067,-2182419.2272824384,-2594293.7154792245,-1635476.5870858962,-1161404.0486472468,-884931.2140600923,-335320.5609845426,451903.1900359362,517729.5551640014,881467.2413287964,1150414.9617091771,913063.8965902678,969486.4952714662,270222.4222824762,113743.74860661803,334920.3354369174,943908.2505359896,725740.8689686877,1115056.7998689595,3542891.828841958,906710.7602772657,132217.12301626801,483180.1681805365,2585000.2093334664,8374571.044599668,14553367.81341271,21132385.598641142,21743272.402818047,18231882.737916395,12669690.216371905,7582045.47143424,0.004573165134101471,0.001521909415532102,0.004366448382175493,0.002268710075659052,0.0047977148452605,0.003216040542671942,0.002763301740918567,0.00146841053783295,0.0025245584499618036,0.002172630458566695,0.002859745295954454,0.0032033027146483335,1333.9236122108978,-115.87638778910218
1999,hn14aa,64.8850131,-18.77387068,1448.3,19990515,19981004,,RGI60-06.00228,1.606406331062317,0.05624557286500931,266.3093489828717,265.3240214905742,265.0536426498029,263.8601473774425,261.99190136970594,261.66457548105535,265.84755149376673,271.0656238473424,273.77754754760963,276.57130272003945,276.500477820156,272.4983924301199,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,120359.20186776202,203926.01236018538,276097.34869455174,279737.5696061533,162617.41853722557,114661.46478873305,-124643.4925304805,-478852.8142767763,-223404.26856698096,293190.5599316377,249033.0975691639,-53421.77904261928,-1235774.9076495813,-1449215.9379701833,-1661322.9618512816,-1400858.204538172,-2041514.7971098535,-2154905.344467673,-2513753.076694185,-2354339.3071734854,-1835244.0514015844,-796553.2874429682,-825567.9275021749,-1182247.899264493,437985.61569457385,838209.9156732108,986037.1242179512,997321.6439541914,786677.2755443822,579418.2630554454,342067.1979365358,34752.110452939756,478986.0374029116,894632.5143544092,899522.47290678,378553.81175037776,3654601.870786475,915506.826572109,129578.30312781408,425565.93394930847,2671641.4623376783,8356978.9120099805,16289271.496700136,20544368.566830833,21731397.713320006,17801755.09609853,13996576.816949094,8044278.755228283,0.004141170795129399,0.0046612381164361305,0.004087307979486716,0.004072022585858386,0.004970585368438035,0.0014298331158185944,0.0020310585985328835,0.00313415450537732,0.0027047077320099706,0.002578421265604487,0.00204598005421768,0.0055197677252272976,1333.9236122108978,-114.37638778910218
1999,hn14aa,64.8850131,-18.77387068,1448.3,19990923,19990515,,RGI60-06.00228,1.606406331062317,0.05624557286500931,266.3093489828717,265.3240214905742,265.0536426498029,263.8601473774425,261.99190136970594,261.66457548105535,265.84755149376673,271.0656238473424,273.77754754760963,276.57130272003945,276.500477820156,272.4983924301199,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,120359.20186776202,203926.01236018538,276097.34869455174,279737.5696061533,162617.41853722557,114661.46478873305,-124643.4925304805,-478852.8142767763,-223404.26856698096,293190.5599316377,249033.0975691639,-53421.77904261928,-1235774.9076495813,-1449215.9379701833,-1661322.9618512816,-1400858.204538172,-2041514.7971098535,-2154905.344467673,-2513753.076694185,-2354339.3071734854,-1835244.0514015844,-796553.2874429682,-825567.9275021749,-1182247.899264493,437985.61569457385,838209.9156732108,986037.1242179512,997321.6439541914,786677.2755443822,579418.2630554454,342067.1979365358,34752.110452939756,478986.0374029116,894632.5143544092,899522.47290678,378553.81175037776,3654601.870786475,915506.826572109,129578.30312781408,425565.93394930847,2671641.4623376783,8356978.9120099805,16289271.496700136,20544368.566830833,21731397.713320006,17801755.09609853,13996576.816949094,8044278.755228283,0.004141170795129399,0.0046612381164361305,0.004087307979486716,0.004072022585858386,0.004970585368438035,0.0014298331158185944,0.0020310585985328835,0.00313415450537732,0.0027047077320099706,0.002578421265604487,0.00204598005421768,0.0055197677252272976,1333.9236122108978,-114.37638778910218
1999,hn14aa,64.8850131,-18.77387068,1448.3,19990923,19981004,1.04,RGI60-06.00228,1.606406331062317,0.05624557286500931,266.3093489828717,265.3240214905742,265.0536426498029,263.8601473774425,261.99190136970594,261.66457548105535,265.84755149376673,271.0656238473424,273.77754754760963,276.57130272003945,276.500477820156,272.4983924301199,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,120359.20186776202,203926.01236018538,276097.34869455174,279737.5696061533,162617.41853722557,114661.46478873305,-124643.4925304805,-478852.8142767763,-223404.26856698096,293190.5599316377,249033.0975691639,-53421.77904261928,-1235774.9076495813,-1449215.9379701833,-1661322.9618512816,-1400858.204538172,-2041514.7971098535,-2154905.344467673,-2513753.076694185,-2354339.3071734854,-1835244.0514015844,-796553.2874429682,-825567.9275021749,-1182247.899264493,437985.61569457385,838209.9156732108,986037.1242179512,997321.6439541914,786677.2755443822,579418.2630554454,342067.1979365358,34752.110452939756,478986.0374029116,894632.5143544092,899522.47290678,378553.81175037776,3654601.870786475,915506.826572109,129578.30312781408,425565.93394930847,2671641.4623376783,8356978.9120099805,16289271.496700136,20544368.566830833,21731397.713320006,17801755.09609853,13996576.816949094,8044278.755228283,0.004141170795129399,0.0046612381164361305,0.004087307979486716,0.004072022585858386,0.004970585368438035,0.0014298331158185944,0.0020310585985328835,0.00313415450537732,0.0027047077320099706,0.002578421265604487,0.00204598005421768,0.0055197677252272976,1333.9236122108978,-114.37638778910218
2000,hn14aa,64.8850131,-18.77387068,1447.3,20000513,19990923,2.49,RGI60-06.00228,1.606406331062317,0.05624557286500931,269.11554636744324,265.7647629283625,261.9971653825351,264.5061853155686,262.2479238118522,264.2640407254265,264.0439092798428,270.4822755165456,273.03580028531667,277.54801637316194,275.9554132190259,273.18271409791276,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8499916030008673,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8500045509330616,0.8499916030008673,184458.7440068368,401764.1053820215,308859.3368989676,298096.94463857915,291291.3142386284,2922.5098499995656,-38860.895396212116,-587426.3597271601,-371703.7030961495,414584.01380983647,297147.3217920745,56259.65972868679,-1233440.39638045,-1308811.7602124126,-1507912.2213083487,-1570110.2715502116,-1979483.4976729285,-1873596.7365373173,-3346339.84574947,-2430210.9234202616,-2490241.213197931,-650646.3331222441,-966639.1084796977,-1619135.008201975,516601.1031903776,751319.1137041645,1023276.0393475424,936009.0867206217,1109414.5400008392,640730.8202890148,773512.0025187694,32871.35716356663,355608.6216200236,1026661.3952684146,740786.8952836739,705804.8841013308,3793139.9149302654,859651.8055998515,126059.87660987675,418529.0809134338,2697150.054592725,7414920.211832208,17193507.11181008,21236179.1809203,23228048.393387683,18109177.613103323,13785031.4225581,8756760.125110632,0.003735379988091609,0.0031811025000929027,0.002847371405874379,0.003548679823059871,0.004491279096806849,0.005723572973605022,0.0016452843783893323,0.0025074533666158156,0.0015568474581111411,0.0016751272897589271,0.0019142345186592222,0.002742557278137263,1333.9236122108978,-113.37638778910218
